dataset,pipeline,run_label,run_short,item_id,community_id,superclaim,ann_a_is_narr,ann_a_label_match,ann_a_confidence,ann_b_is_narr,ann_b_label_match,ann_b_confidence,merged_a,merged_b
co,graph,co_harm_persona_og,cog,hle_81,25,Organizations use high-value incentives and regional identity to solicit personal data and increase platform engagement.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_82,25,Utility companies are actively managing the transition to electric vehicles while maintaining essential service continuity.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_83,26,The oil and gas industry is the primary driver of essential public services and economic stability.,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",3,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",5,match,match
co,graph,co_harm_persona_og,cog,hle_84,26,Modernizing the National Environmental Policy Act is necessary to stimulate infrastructure investment and job growth.,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",2,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",3,match,match
co,graph,co_harm_persona_og,cog,hle_85,26,"Energy infrastructure is a critical foundation for public health, national security, and supply chain resilience.",yes,"Other (in-domain, no match)",3,no,,,other,no
co,graph,co_harm_persona_og,cog,hle_86,27,The energy sector is a primary driver of national economic recovery and energy independence.,yes,"Patriotic Energy mix. Stresses how domestic oil and gas production benefits the nation, including energy independence, energy leadership, and the idea of supporting American energy",4,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are necessary to meet energy demand.",5,match,match
co,graph,co_harm_persona_og,cog,hle_87,27,Energy sector workers must use their voting power to elect leaders who favor deregulation.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",4,other,other
co,graph,co_harm_persona_og,cog,hle_88,27,Ideological environmental policies and restrictive regulations hinder technological progress and economic growth.,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",5,yes,"Other (in-domain, no match)",5,match,other
co,graph,co_harm_persona_og,cog,hle_89,28,"The Dakota Access Pipeline is a safe, legally compliant, and ethically justified infrastructure project.",yes,"Other (in-domain, no match)",3,yes,"Other (in-domain, no match)",3,other,other
co,graph,co_harm_persona_og,cog,hle_9,2,U.S. domestic energy production is environmentally and ethically superior to that of foreign competitors.,yes,"Other (in-domain, no match)",2,yes,"Other (in-domain, no match)",5,other,other
co,graph,co_harm_persona_og,cog,hle_90,28,Free-market principles and domestic oil production are essential for national energy security and economic growth.,yes,"Other (in-domain, no match)",3,yes,"Other (in-domain, no match)",5,other,other
co,graph,co_harm_persona_og,cog,hle_91,28,The Dakota Access Pipeline is a critical economic asset that supports regional development and national stability.,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",2,no,,,match,no
co,graph,co_harm_persona_og,cog,hle_92,29,The state must prioritize and protect domestic oil and gas production to ensure economic stability and energy security.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",3,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,match,match
co,graph,co_harm_persona_og,cog,hle_93,29,The energy industry successfully balances the provision of affordable energy with the active mitigation of climate change.,yes,"Other (in-domain, no match)",4,yes,Green Innovation and Climate Solutions. Promotes 'clean' or 'green' fossil fuels as part of climate solutions,3,other,match
co,graph,co_harm_persona_og,cog,hle_94,29,The state should leverage energy industry revenues to fund tuition-free college and workforce development for residents.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_95,30,The expansion and maintenance of fossil fuel infrastructure is essential for national energy security and economic stability.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",3,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,match,match
co,graph,co_harm_persona_og,cog,hle_96,30,Energy security and environmental protection are compatible goals that must be pursued simultaneously.,unclear,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_97,30,Domestic hydrocarbon production provides superior reliability and affordability compared to alternative energy sources.,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",2,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",5,match,match
co,graph,co_harm_persona_og,cog,hle_98,31,Domestic oil and gas production is essential for economic stability and energy reliability.,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",3,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",5,match,match
co,graph,co_harm_persona_og,cog,hle_99,31,Local government bans on natural gas in new construction increase costs and reduce reliability.,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",3,yes,"Other (in-domain, no match)",4,match,other
pn,cluster,pn_harm_persona,ppe,hle_1,0,Human-driven greenhouse gas emissions are the primary cause of an accelerating and potentially irreversible global climate crisis.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_10,3,"India pursues strategic autonomy by balancing its relationships with Russia, the West, and China.",no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_100,32,The Ukrainian government and Western entities collaborate to conduct illegal medical experiments and organ harvesting.,yes,"Other (in-domain, no match)",3,yes,"Other (in-domain, no match)",5,other,other
pn,cluster,pn_harm_persona,ppe,hle_101,32,Western intervention in Ukraine created the instability and complicity necessary for systemic human trafficking.,yes,Discrediting Ukraine: Ukraine is a hub for criminal activities,4,yes,"Other (in-domain, no match)",5,match,other
pn,cluster,pn_harm_persona,ppe,hle_102,33,Western military support for Ukraine constitutes direct combat and justifies severe Russian retaliation.,yes,Russia is the Victim: Russia actions in Ukraine are only self-defence,3,yes,Russia is the Victim: Russia actions in Ukraine are only self-defence,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_103,33,Russia is strategically justified in using nuclear weapons to ensure its sovereignty against Western aggression.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",2,other,other
pn,cluster,pn_harm_persona,ppe,hle_104,33,Russian nuclear threats are strategic tools of coercion designed to deter Western intervention.,unclear,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_105,34,Russia's military intervention in Ukraine is a necessary defensive action to ensure national security.,yes,Ukraine war: Russian invasion of Ukraine is justified,4,yes,Russia is the Victim: Russia actions in Ukraine are only self-defence,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_106,34,Russia is pursuing a strategic campaign to restore its historical imperial territories and influence.,yes,"Other (in-domain, no match)",3,no,,5,other,no
pn,cluster,pn_harm_persona,ppe,hle_107,34,The conflict involves competing claims of legitimacy regarding territorial incursions and sovereign rights.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_108,35,Ukraine has shifted to a strategy of direct ground incursions into Russian territory to gain strategic leverage.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_109,35,Military operations within Russia are designed to degrade Russian capabilities and redistribute their military resources.,unclear,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_11,3,The India-Russia strategic partnership is sustained by mutual dependencies and shared geopolitical goals.,yes,None (out-of-domain),3,no,,5,none,no
pn,cluster,pn_harm_persona,ppe,hle_110,35,Ukraine's incursions into Russia aim to exert psychological pressure and destabilize the Russian domestic front.,yes,Russia is the Victim: UA is anti-RU extremists,2,no,,5,match,no
pn,cluster,pn_harm_persona,ppe,hle_111,36,Western powers utilize international law and human rights rhetoric as hypocritical tools for geopolitical dominance.,yes,None (out-of-domain),3,no,,2,none,no
pn,cluster,pn_harm_persona,ppe,hle_112,36,Western governments deceive their citizens to fund war crimes and lead the world toward nuclear catastrophe.,yes,None (out-of-domain),4,yes,"Other (in-domain, no match)",2,none,other
pn,cluster,pn_harm_persona,ppe,hle_113,36,The West's inconsistent application of moral standards has destroyed its global legitimacy and moral authority.,yes,"Discrediting the West, Diplomacy: The West is weak",3,no,,5,match,no
pn,cluster,pn_harm_persona,ppe,hle_114,37,NATO's military technology and air defenses are fundamentally incapable of countering modern Russian weaponry.,yes,"Other (in-domain, no match)",5,yes,"Other (in-domain, no match)",4,other,other
pn,cluster,pn_harm_persona,ppe,hle_115,37,Western military doctrine and hardware are obsolete and ineffective in high-intensity peer conflict.,yes,"Discrediting the West, Diplomacy: The West is weak",5,yes,"Other (in-domain, no match)",5,match,other
pn,cluster,pn_harm_persona,ppe,hle_116,37,Russian air defense systems are significantly less effective and more vulnerable than official narratives claim.,yes,Speculating war outcomes: Russian army is collapsing,4,no,,5,match,no
pn,cluster,pn_harm_persona,ppe,hle_117,37,NATO member states lack the operational readiness and strategic will to repel a large-scale Russian invasion.,yes,"Other (in-domain, no match)",5,yes,"Other (in-domain, no match)",5,other,other
pn,cluster,pn_harm_persona,ppe,hle_118,38,The Ukrainian government and its allies are utilizing foreign aid and energy projects as fronts for systemic embezzlement.,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,4,yes,"Other (in-domain, no match)",4,match,other
pn,cluster,pn_harm_persona,ppe,hle_119,38,Western military aid to Ukraine is characterized by financial mismanagement and the illegal diversion of weaponry.,yes,"Ukraine war: Militar, economical and humanitarian aids to Ukraine are useless/dangerous, because of Ukraine’s corruption and unreliability (e.g. western weapons sold to the black market)",4,yes,"Other (in-domain, no match)",4,match,other
pn,cluster,pn_harm_persona,ppe,hle_12,3,India is positioning itself as a critical diplomatic mediator in the Russia-Ukraine conflict.,unclear,,,yes,"Other (in-domain, no match)",2,no,other
pn,cluster,pn_harm_persona,ppe,hle_120,38,Ukraine's anti-corruption initiatives are strategic performances designed to secure EU and NATO membership.,yes,"Other (in-domain, no match)",3,no,,,other,no
pn,cluster,pn_harm_persona,ppe,hle_121,39,International peace conferences are futile and illegitimate because they exclude Russia from the dialogue.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",4,other,other
pn,cluster,pn_harm_persona,ppe,hle_122,39,Russia's peace proposals are deceptive ultimatums designed to force Ukrainian capitulation rather than end the war.,unclear,,,no,,,no,no
pn,cluster,pn_harm_persona,ppe,hle_123,39,The Ukrainian government and its Western allies are the primary obstacles to a negotiated peace.,yes,Anti-Europeanism and anti-Atlanticism: NATO (or the West) is rejecting peace negotiations and prolonging the conflict.,4,yes,"Other (in-domain, no match)",4,match,other
pn,cluster,pn_harm_persona,ppe,hle_124,40,The United States and the Western-led world order are experiencing an inevitable systemic collapse.,yes,"Discrediting the West, Diplomacy: The West is weak",5,yes,None (out-of-domain),4,match,none
pn,cluster,pn_harm_persona,ppe,hle_125,40,The decline of U.S. hegemony is facilitating a transition toward a multipolar global power structure.,yes,"Discrediting the West, Diplomacy: The West is weak",3,no,,,match,no
pn,cluster,pn_harm_persona,ppe,hle_126,40,Incompetent U.S. leadership and imperial overreach have compromised both domestic liberty and international stability.,yes,,,no,,,match,no
pn,cluster,pn_harm_persona,ppe,hle_127,41,Russia is deploying advanced stealth drones like the S-70 Okhotnik to gain a strategic technological advantage.,yes,Ukraine war: Pro-Russia war propaganda (e.g. exaggerating Russian military achievements),4,no,,,match,no
pn,cluster,pn_harm_persona,ppe,hle_128,41,The failure and crash of Russian stealth drones reveal significant technical vulnerabilities and operational unreadiness.,yes,Speculating war outcomes: Russian army is collapsing,4,no,,,match,no
pn,cluster,pn_harm_persona,ppe,hle_129,41,The recovery of Russian drone wreckage provides Ukraine and Western allies with critical intelligence to neutralize Russian advantages.,no,,,no,,,no,no
pn,cluster,pn_harm_persona,ppe,hle_13,3,Japan and the GCC should deepen strategic economic and energy cooperation.,no,,,no,,,no,no
pn,cluster,pn_harm_persona,ppe,hle_130,42,Advanced Western fighter jets are a strategic necessity for Ukraine to counter Russian aerial dominance.,no,,,no,,,no,no
pn,cluster,pn_harm_persona,ppe,hle_131,42,The delivery of Western fighter jets constitutes a direct NATO escalation and a facade for intervention.,yes,Anti-Europeanism and anti-Atlanticism: NATO (or the West) is rejecting peace negotiations and prolonging the conflict.,3,yes,Anti-Europeanism and anti-Atlanticism: NATO is leading its members into war through its expansion and militarisation.,4,match,match
pn,cluster,pn_harm_persona,ppe,hle_132,42,Western-supplied aircraft and their supporting infrastructure are legitimate targets for Russian military strikes.,no,,,yes,"Other (in-domain, no match)",4,no,other
pn,cluster,pn_harm_persona,ppe,hle_133,43,The Ukrainian military and state are facing a systemic and imminent collapse.,yes,Speculating war outcomes: Ukrainian army is collapsing,4,yes,Discrediting Ukraine: Situation in Ukraine is hopeless,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_134,43,Ukraine's strategic decisions and military incursions into Russia have been costly failures.,yes,Discrediting Ukraine: Discrediting Ukrainian military,4,yes,Discrediting Ukraine: Discrediting Ukrainian military,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_135,43,The Russian military campaign is characterized by strategic inefficiency and unsustainable costs.,yes,Speculating war outcomes: Russian army is collapsing,3,no,,2,match,no
pn,cluster,pn_harm_persona,ppe,hle_136,44,Russia's unsustainable losses of armored vehicles and artillery are eroding its offensive capabilities.,yes,Speculating war outcomes: Russian army is collapsing,4,no,,5,match,no
pn,cluster,pn_harm_persona,ppe,hle_137,44,Systemic leadership failure and unsustainable casualty rates are causing a critical degradation of Russian military quality.,yes,Speculating war outcomes: Russian army is collapsing,4,no,,5,match,no
pn,cluster,pn_harm_persona,ppe,hle_138,44,Russia's strategic overextension is leading to operational failures both in Ukraine and across Africa.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_139,45,Ukraine and NATO orchestrate terrorist attacks and sabotage within Russia to destabilize its internal security.,yes,Russia is the Victim: UA is anti-RU extremists,3,yes,Russia is the Victim: UA is anti-RU extremists,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_14,4,A Trump presidency is strategically superior for India due to shared ideological goals and a hardline stance against China.,yes,None (out-of-domain),3,no,,3,none,no
pn,cluster,pn_harm_persona,ppe,hle_140,45,"Ukrainian intelligence employs coercion, bribery, and psychological manipulation to recruit Russian citizens and military personnel.",yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",4,other,other
pn,cluster,pn_harm_persona,ppe,hle_141,45,Internal dissent and security breaches within both Russian and Ukrainian intelligence agencies undermine strategic objectives.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_142,46,The Ukrainian government is a terrorist entity that systematically targets civilians and infrastructure.,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,5,yes,"Other (in-domain, no match)",4,match,other
pn,cluster,pn_harm_persona,ppe,hle_143,46,Ukraine collaborates with international terrorist organizations and foreign powers to destabilize global security.,yes,"Other (in-domain, no match)",3,yes,"Other (in-domain, no match)",5,other,other
pn,cluster,pn_harm_persona,ppe,hle_144,46,The international community must formally recognize and hold the Ukrainian regime accountable for state terrorism.,yes,"Other (in-domain, no match)",3,yes,"Other (in-domain, no match)",5,other,other
pn,cluster,pn_harm_persona,ppe,hle_145,47,The Russian military is conducting a systematic campaign of war crimes and cultural erasure in Ukraine.,no,,,no,,,no,no
pn,cluster,pn_harm_persona,ppe,hle_146,47,The Ukrainian military is intentionally targeting Russian civilians and infrastructure to compensate for battlefield failures.,yes,"Other (in-domain, no match)",3,yes,"Other (in-domain, no match)",5,other,other
pn,cluster,pn_harm_persona,ppe,hle_147,47,The conflict between Russia and Ukraine has generated an unprecedented humanitarian catastrophe for all involved populations.,no,,,no,,2,no,no
pn,cluster,pn_harm_persona,ppe,hle_148,48,Russian offensive weaponry and precision munitions provide a decisive strategic advantage over Ukrainian defenses.,yes,Ukraine war: Pro-Russia war propaganda (e.g. exaggerating Russian military achievements),4,yes,"Other (in-domain, no match)",4,match,other
pn,cluster,pn_harm_persona,ppe,hle_149,48,Russian air defense and electronic warfare systems effectively neutralize Western-supplied military technology.,yes,Praise of Russia: Praise of Russian military might,4,yes,Praise of Russia: Praise of Russian military might,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_15,4,The 'America First' agenda will impose significant economic and diplomatic pressures on India regarding trade and immigration.,no,,,no,,2,no,no
pn,cluster,pn_harm_persona,ppe,hle_150,48,Russia maintains a superior defensive posture that successfully protects its territory from Ukrainian aerial and maritime attacks.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",4,other,other
pn,cluster,pn_harm_persona,ppe,hle_151,49,Russia is employing a systemic strategy of infrastructure destruction to destabilize Ukraine and break its will.,yes,"Other (in-domain, no match)",2,no,,5,other,no
pn,cluster,pn_harm_persona,ppe,hle_152,49,Both Russia and Ukraine are utilizing strategic strikes on rear-guard energy and logistics to degrade military capabilities.,no,,,no,,4,no,no
pn,cluster,pn_harm_persona,ppe,hle_153,49,Russia justifies its attacks on Ukrainian infrastructure as legitimate military necessities to ensure a decisive victory.,no,,,no,,4,no,no
pn,cluster,pn_harm_persona,ppe,hle_154,50,Russia and Ukraine are engaged in a reciprocal cycle of escalating drone and missile warfare.,no,,,no,,4,no,no
pn,cluster,pn_harm_persona,ppe,hle_155,50,Ukraine is strategically expanding the geographic scope and intensity of its strikes deep into Russian territory.,no,,,no,,4,no,no
pn,cluster,pn_harm_persona,ppe,hle_156,50,Russia is conducting an aggressive aerial campaign specifically targeting Ukrainian civilian and government infrastructure.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_157,51,Sustained and accelerated Western military aid is essential to prevent a Russian victory.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_158,51,Supporting Ukraine is a strategic investment in global security and the defense of democracy.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_159,51,Ukraine's path to victory requires NATO integration and the use of advanced offensive capabilities.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_16,4,India can maximize its strategic gains by adopting a transactional and assertive approach to diplomacy under Trump.,no,,,no,,3,no,no
pn,cluster,pn_harm_persona,ppe,hle_160,52,Ukraine's formal admission into NATO is an impossibility due to internal alliance rules and strategic risks.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_161,52,Western allies are deeply divided and reluctant to grant Ukraine full political and military integration.,yes,"Discrediting the West, Diplomacy: The EU is divided",4,yes,"Discrediting the West, Diplomacy: West is tired of Ukraine",5,match,match
pn,cluster,pn_harm_persona,ppe,hle_162,52,NATO is pursuing a strategy of de facto integration to serve its own security interests without assuming formal obligations.,yes,Anti-Europeanism and anti-Atlanticism: NATO is leading its members into war through its expansion and militarisation.,2,yes,"Other (in-domain, no match)",4,match,other
pn,cluster,pn_harm_persona,ppe,hle_163,53,Russia is pursuing a strategy of incremental territorial seizure in eastern and southern Ukraine to force a surrender.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_164,53,Russia is prioritizing the total expulsion of Ukrainian forces from its own border regions through aggressive escalation.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_165,53,Russia is utilizing tactical gains in the east to offset losses and divert resources from other fronts.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_166,54,Ukraine is actively developing a diplomatic framework and seeking international support to end the war.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_167,54,Ukraine must prioritize a negotiated peace over territorial recovery to prevent total national collapse.,yes,Discrediting Ukraine: Situation in Ukraine is hopeless,4,yes,"Other (in-domain, no match)",4,match,other
pn,cluster,pn_harm_persona,ppe,hle_168,55,The Russian military is achieving decisive strategic and territorial superiority across multiple fronts in Ukraine.,yes,Praise of Russia: Praise of Russian military might,4,yes,Praise of Russia: Praise of Russian military might,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_169,55,Russia is successfully degrading Ukraine's operational capabilities through the systematic destruction of critical infrastructure and assets.,yes,Ukraine war: Pro-Russia war propaganda (e.g. exaggerating Russian military achievements),2,no,,2,match,no
pn,cluster,pn_harm_persona,ppe,hle_17,5,Hungary and Slovakia must reject military support for Ukraine in favor of a negotiated peace.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",2,other,other
pn,cluster,pn_harm_persona,ppe,hle_170,55,Russian tactical successes are driven by superior precision strikes and the exploitation of Ukrainian resource shortages.,yes,Ukraine war: Pro-Russia war propaganda (e.g. exaggerating Russian military achievements),3,yes,"Other (in-domain, no match)",4,match,other
pn,cluster,pn_harm_persona,ppe,hle_171,56,Russia's superior industrial capacity and resource mobilization ensure its inevitable military victory in Ukraine.,yes,"Other (in-domain, no match)",5,yes,"Other (in-domain, no match)",4,other,other
pn,cluster,pn_harm_persona,ppe,hle_172,56,Russia's strategic endurance and operational superiority will force Ukraine to accept the Kremlin's terms.,yes,"Other (in-domain, no match)",5,yes,"Other (in-domain, no match)",4,other,other
pn,cluster,pn_harm_persona,ppe,hle_173,56,Russia possesses an inherent and insurmountable strategic advantage that makes its defeat impossible.,yes,Praise of Russia: Praise of Russian military might,3,yes,Praise of Russia: Praise of Russian military might,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_174,57,Diplomatic dialogue and negotiated settlements are the only viable means to end the Russia-Ukraine conflict.,unclear,,,yes,"Other (in-domain, no match)",2,no,other
pn,cluster,pn_harm_persona,ppe,hle_175,57,A sustainable peace requires direct high-level negotiations between the United States and Russia.,yes,"Other (in-domain, no match)",3,yes,"Other (in-domain, no match)",2,other,other
pn,cluster,pn_harm_persona,ppe,hle_176,57,International mediation should prioritize immediate humanitarian goals and neutral facilitation over comprehensive peace treaties.,no,,,no,,4,no,no
pn,cluster,pn_harm_persona,ppe,hle_177,58,The full restoration of Ukraine's internationally recognized territorial integrity is a non-negotiable prerequisite for peace.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_178,58,Sustainable peace requires comprehensive security guarantees to prevent future Russian aggression and subjugation.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_179,58,Ukraine maintains the sovereign right to determine the timing and conditions of peace negotiations.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_18,5,"Hungary is uniquely positioned to serve as the primary diplomatic mediator between the EU, Russia, and China.",yes,"Other (in-domain, no match)",3,unclear,,2,other,no
pn,cluster,pn_harm_persona,ppe,hle_180,59,"Peace in Ukraine is contingent upon Ukraine accepting Russia's territorial annexations and adopting a neutral, demilitarized status.",yes,"Other (in-domain, no match)",3,yes,"Other (in-domain, no match)",4,other,other
pn,cluster,pn_harm_persona,ppe,hle_181,59,Russia is open to negotiations only if they are based on current battlefield realities and its own strategic objectives.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_182,59,The conflict will only end quickly if the West ceases military support and adopts a realist geopolitical approach toward Russia.,yes,"Other (in-domain, no match)",4,yes,Anti-Europeanism and anti-Atlanticism: NATO (or the West) is rejecting peace negotiations and prolonging the conflict.,4,other,match
pn,cluster,pn_harm_persona,ppe,hle_183,59,Russia's peace demands are unacceptable because they require the surrender of Ukrainian sovereignty and invite future aggression.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_184,60,The current EU leadership is fundamentally unfit and is driving Europe toward systemic collapse.,yes,None (out-of-domain),4,yes,"Anti-Europeanism and anti-Atlanticism: Russia is right, EU, NATO and US are destroying Europe.",4,none,match
pn,cluster,pn_harm_persona,ppe,hle_185,60,The rise of far-right political movements is a necessary correction to the EU's failed trajectory.,yes,None (out-of-domain),4,yes,None (out-of-domain),5,none,none
pn,cluster,pn_harm_persona,ppe,hle_186,60,Western security institutions and alliances are experiencing terminal internal fragmentation and decline.,yes,"Discrediting the West, Diplomacy: The West is weak",4,yes,"Other (in-domain, no match)",3,match,other
pn,cluster,pn_harm_persona,ppe,hle_187,61,Western military and financial support transforms Western nations into direct combatants in the conflict.,yes,Blaming the war on others rather than the invader: The West are the aggressors,3,yes,"Other (in-domain, no match)",4,match,other
pn,cluster,pn_harm_persona,ppe,hle_188,61,Western assistance intentionally prolongs the war and obstructs all viable diplomatic resolutions.,yes,Anti-Europeanism and anti-Atlanticism: NATO (or the West) is rejecting peace negotiations and prolonging the conflict.,4,yes,Anti-Europeanism and anti-Atlanticism: NATO (or the West) is rejecting peace negotiations and prolonging the conflict.,5,match,match
pn,cluster,pn_harm_persona,ppe,hle_189,61,Western intervention escalates the conflict and risks a direct hot war between NATO and Russia.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",5,other,other
pn,cluster,pn_harm_persona,ppe,hle_19,5,The European Union is using political coercion and interference to force Hungary into submission.,yes,None (out-of-domain),5,yes,None (out-of-domain),5,none,none
pn,cluster,pn_harm_persona,ppe,hle_190,62,NATO and the EU are actively preparing for a direct military confrontation with Russia.,yes,Amplifying war-related fears: NATO should/will directly intervene,5,no,,2,match,no
pn,cluster,pn_harm_persona,ppe,hle_191,62,Democratic nations must significantly increase defense spending and troop readiness to counter Russian aggression.,no,,,no,,4,no,no
pn,cluster,pn_harm_persona,ppe,hle_192,62,NATO is pursuing a strategy of escalation that includes the potential use of nuclear weapons.,yes,Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed,4,yes,Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed,4,match,match
pn,cluster,pn_harm_persona,ppe,hle_193,63,Russia is violating the Chemical Weapons Convention by deploying prohibited chemical agents against Ukrainian forces.,no,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_194,63,Ukraine and its Western allies are orchestrating chemical weapon provocations to frame Russia and secure strategic victory.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",4,other,other
pn,cluster,pn_harm_persona,ppe,hle_195,63,The United States is undermining the international chemical weapons framework by maintaining secret stockpiles and supplying Ukraine.,yes,"Other (in-domain, no match)",4,yes,Ukraine war: There are secret US biolabs in Ukraine.,5,other,match
pn,cluster,pn_harm_persona,ppe,hle_196,64,Authorizing long-range strikes inside Russia is a strategic necessity for Ukraine to achieve victory or favorable peace terms.,unclear,,,no,,5,no,no
pn,cluster,pn_harm_persona,ppe,hle_197,64,The U.S. and Western allies are escalating the conflict by removing restrictions on long-range weaponry.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",4,other,other
pn,cluster,pn_harm_persona,ppe,hle_198,64,Western restrictions on long-range weapons have been counterproductive and have unnecessarily prolonged the war.,no,,,yes,Anti-Europeanism and anti-Atlanticism: NATO (or the West) is rejecting peace negotiations and prolonging the conflict.,4,no,match
pn,cluster,pn_harm_persona,ppe,hle_199,65,The Ukrainian government is a totalitarian regime that suppresses its citizens through fear and deception.,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,4,yes,"Other (in-domain, no match)",4,match,other
pn,cluster,pn_harm_persona,ppe,hle_2,0,Current global political and financial efforts to mitigate climate change are insufficient and characterized by institutional hypocrisy.,yes,Criticism of climate policies: Climate policies are ineffective,4,no,,5,match,no
pn,cluster,pn_harm_persona,ppe,hle_20,6,Bulgaria's alignment with NATO and the US compromises its national security and sovereignty.,yes,None (out-of-domain),5,yes,Anti-Europeanism and anti-Atlanticism: NATO membership equals a loss of independence and national sovereignty.,5,none,match
pn,cluster,pn_harm_persona,ppe,hle_200,65,The Ukrainian government fabricates atrocities and war crimes to manipulate international support and frame Russia.,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,4,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,4,match,match
pn,cluster,pn_harm_persona,ppe,hle_201,65,Pro-Western popular uprisings are foreign-imposed interventions that lead to national destruction and instability.,yes,None (out-of-domain),3,yes,None (out-of-domain),5,none,none
